Year,,_1,Year_link,_link,_1_link,Source_Table,Western consul,Eastern consul,Western consul_link,Eastern consul_link
160,L. Anicius Gallus,M. Cornelius Cethegus,,https://en.wikipedia.org/wiki/Lucius_Anicius_Gallus,https://en.wikipedia.org/wiki/Marcus_Cornelius_Cethegus_(consul_160_BC),Table_5,,,,
159,Cn. Cornelius Dolabella,M. Fulvius Nobilior,,https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Dolabella_(consul_159_BC),https://en.wikipedia.org/wiki/Marcus_Fulvius_Nobilior_(consul_159_BC),Table_5,,,,
158,M. Aemilius Lepidus,C. Popillius Laenas II,,https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_(consul_158_BC),https://en.wikipedia.org/wiki/Gaius_Popillius_Laenas,Table_5,,,,
157,Sex. Julius Caesar,L. Aurelius Orestes,,https://en.wikipedia.org/wiki/Sextus_Julius_Caesar_(consul_157_BC),https://en.wikipedia.org/wiki/Lucius_Aurelius_Orestes_(consul_157_BC),Table_5,,,,
156,L. Cornelius Lentulus Lupus,C. Marcius Figulus II,,https://en.wikipedia.org/wiki/Lucius_Cornelius_Lentulus_Lupus,https://en.wikipedia.org/wiki/Gaius_Marcius_Figulus_(consul_162_BC),Table_5,,,,
155,P. Cornelius Scipio Nasica Corculum II,M. Claudius Marcellus II,,https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_Nasica_Corculum,https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus_(consul_166_BC),Table_5,,,,
154,Q. Opimius,L. Postumius Albinus,,https://en.wikipedia.org/wiki/Quintus_Opimius_(consul),https://en.wikipedia.org/wiki/Lucius_Postumius_Albinus_(consul_154_BC),Table_5,,,,
suff.,,M'. Acilius Glabrio,,,https://en.wikipedia.org/wiki/Manius_Acilius_Glabrio_(consul_154_BC),Table_5,,,,
153,Q. Fulvius Nobilior[81],T. Annius Luscus,,https://en.wikipedia.org/wiki/Quintus_Fulvius_Nobilior,,Table_5,,,,
152,M. Claudius Marcellus III,L. Valerius Flaccus,,https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus_(consul_166_BC),,Table_5,,,,
151,L. Licinius Lucullus,A. Postumius Albinus,,https://en.wikipedia.org/wiki/Lucius_Licinius_Lucullus_(consul_151_BC),https://en.wikipedia.org/wiki/Aulus_Postumius_Albinus_(consul_151_BC),Table_5,,,,
150,T. Quinctius Flamininus,M'. Acilius Balbus,,https://en.wikipedia.org/wiki/Titus_Quinctius_Flamininus_(consul_150_BC),,Table_5,,,,
149,L. Marcius Censorinus,M'. Manilius,,https://en.wikipedia.org/wiki/Lucius_Marcius_Censorinus_(consul_149_BC),https://en.wikipedia.org/wiki/Manius_Manilius,Table_5,,,,
148,Sp. Postumius Albinus Magnus,L. Calpurnius Piso Caesoninus,,https://en.wikipedia.org/wiki/Spurius_Postumius_Albinus_Magnus,https://en.wikipedia.org/wiki/Lucius_Calpurnius_Piso_Caesoninus_(consul_148_BC),Table_5,,,,
147,P. Cornelius Scipio Aemilianus,C. Livius Drusus,,https://en.wikipedia.org/wiki/Scipio_Aemilianus,https://en.wikipedia.org/wiki/Gaius_Livius_Drusus_(consul),Table_5,,,,
146,Cn. Cornelius Lentulus,L. Mummius Achaicus,,https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Lentulus_(consul_146_BC),https://en.wikipedia.org/wiki/Lucius_Mummius_Achaicus,Table_5,,,,
145,Q. Fabius Maximus Aemilianus,L. Hostilius Mancinus,,https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Aemilianus,https://en.wikipedia.org/wiki/Lucius_Hostilius_Mancinus_(consul_145_BC),Table_5,,,,
144,Ser. Sulpicius Galba,L. Aurelius Cotta,,https://en.wikipedia.org/wiki/Servius_Sulpicius_Galba_(consul_144_BC),https://en.wikipedia.org/wiki/Lucius_Aurelius_Cotta_(consul_144_BC),Table_5,,,,
143,Ap. Claudius Pulcher,Q. Caecilius Metellus Macedonicus,,https://en.wikipedia.org/wiki/Appius_Claudius_Pulcher_(consul_143_BC),https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Macedonicus,Table_5,,,,
142,L. Caecilius Metellus Calvus,Q. Fabius Maximus Servilianus,,https://en.wikipedia.org/wiki/Lucius_Caecilius_Metellus_Calvus,https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Servilianus,Table_5,,,,
141,Cn. Servilius Caepio,Q. Pompeius,,https://en.wikipedia.org/wiki/Gnaeus_Servilius_Caepio_(consul_141_BC),https://en.wikipedia.org/wiki/Quintus_Pompeius_(consul_141_BC),Table_5,,,,
140,C. Laelius Sapiens,Q. Servilius Caepio,,https://en.wikipedia.org/wiki/Gaius_Laelius_Sapiens,https://en.wikipedia.org/wiki/Quintus_Servilius_Caepio_(consul_140_BC),Table_5,,,,
139,Cn. Calpurnius Piso,M. Popillius Laenas,,,https://en.wikipedia.org/wiki/Marcus_Popillius_Laenas_(consul_139_BC),Table_5,,,,
138,P. Cornelius Scipio Nasica Serapio,D. Junius Brutus (Callaicus),,https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_Nasica_Serapio,https://en.wikipedia.org/wiki/Decimus_Junius_Brutus_Callaicus,Table_5,,,,
137,M. Aemilius Lepidus Porcina,C. Hostilius Mancinus,,https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_Porcina,https://en.wikipedia.org/wiki/Gaius_Hostilius_Mancinus,Table_5,,,,
136,L. Furius Philus,Sex. Atilius Serranus,,https://en.wikipedia.org/wiki/Lucius_Furius_Philus,https://en.wikipedia.org/wiki/Sextus_Atilius_Serranus,Table_5,,,,
135,Ser. Fulvius Flaccus,Q. Calpurnius Piso,,https://en.wikipedia.org/wiki/Servius_Fulvius_Flaccus,https://en.wikipedia.org/wiki/Quintus_Calpurnius_Piso,Table_5,,,,
134,P. Cornelius Scipio Africanus Aemilianus II,C. Fulvius Flaccus,,https://en.wikipedia.org/wiki/Scipio_Aemilianus,,Table_5,,,,
133,P. Mucius Scaevola,L. Calpurnius Piso Frugi,,https://en.wikipedia.org/wiki/Publius_Mucius_Scaevola_(pontifex_maximus),https://en.wikipedia.org/wiki/Lucius_Calpurnius_Piso_Frugi_(consul_133_BC),Table_5,,,,
132,P. Popillius Laenas,P. Rupilius,,https://en.wikipedia.org/wiki/Publius_Popillius_Laenas,https://en.wikipedia.org/wiki/Publius_Rupilius,Table_5,,,,
131,P. Licinius Crassus Dives Mucianus,L. Valerius Flaccus,,https://en.wikipedia.org/wiki/Publius_Licinius_Crassus_Dives_Mucianus,https://en.wikipedia.org/wiki/Lucius_Valerius_Flaccus_(consul_131_BC),Table_5,,,,
130,L. Cornelius Lentulus,M. Perperna,,https://en.wikipedia.org/wiki/Lucius_Cornelius_Lentulus_(consul_130_BC),https://en.wikipedia.org/wiki/Marcus_Perperna_(consul_130_BC),Table_5,,,,
suff.,Ap. Claudius Pulcher,,,,,Table_5,,,,
129,C. Sempronius Tuditanus,M'. Aquillius,,https://en.wikipedia.org/wiki/Gaius_Sempronius_Tuditanus_(consul_129_BC),https://en.wikipedia.org/wiki/Manius_Aquillius_(consul_129_BC),Table_5,,,,
128,Cn. Octavius,T. Annius Rufus,,https://en.wikipedia.org/wiki/Gnaeus_Octavius_(consul_128_BC),,Table_5,,,,
127,L. Cassius Longinus Ravilla,L. Cornelius Cinna,,https://en.wikipedia.org/wiki/Lucius_Cassius_Longinus_Ravilla,https://en.wikipedia.org/wiki/Lucius_Cornelius_Cinna_(consul_127_BC),Table_5,,,,
126,M. Aemilius Lepidus,L. Aurelius Orestes,,,https://en.wikipedia.org/wiki/Lucius_Aurelius_Orestes_(consul_126_BC),Table_5,,,,
125,M. Plautius Hypsaeus,M. Fulvius Flaccus,,,https://en.wikipedia.org/wiki/Marcus_Fulvius_Flaccus_(consul_125_BC),Table_5,,,,
124,C. Cassius Longinus,C. Sextius Calvinus,,,https://en.wikipedia.org/wiki/Gaius_Sextius_Calvinus,Table_5,,,,
123,Q. Caecilius Metellus (Balearicus),T. Quinctius Flamininus,,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Balearicus,,Table_5,,,,
122,Cn. Domitius Ahenobarbus,C. Fannius,,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_122_BC),https://en.wikipedia.org/wiki/Gaius_Fannius_(consul_122_BC),Table_5,,,,
121,L. Opimius,Q. Fabius Maximus (Allobrogicus),,https://en.wikipedia.org/wiki/Lucius_Opimius,https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Allobrogicus,Table_5,,,,
120,P. Manilius,C. Papirius Carbo,,,https://en.wikipedia.org/wiki/Gaius_Papirius_Carbo_(consul),Table_5,,,,
119,L. Caecilius Metellus (Delmaticus),L. Aurelius Cotta,,https://en.wikipedia.org/wiki/Lucius_Caecilius_Metellus_Delmaticus,https://en.wikipedia.org/wiki/Lucius_Aurelius_Cotta_(consul_119_BC),Table_5,,,,
118,M. Porcius Cato,Q. Marcius Rex,,https://en.wikipedia.org/wiki/Marcus_Porcius_Cato_(consul_118_BC),https://en.wikipedia.org/wiki/Quintus_Marcius_Rex_(consul_118_BC),Table_5,,,,
117,L. Caecilius Metellus Diadematus,Q. Mucius Scaevola (Augur),,https://en.wikipedia.org/wiki/Lucius_Caecilius_Metellus_Diadematus,https://en.wikipedia.org/wiki/Quintus_Mucius_Scaevola_Augur,Table_5,,,,
116,C. Licinius Geta,Q. Fabius Maximus Eburnus,,https://en.wikipedia.org/wiki/Gaius_Licinius_Geta,https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Eburnus,Table_5,,,,
115,M. Aemilius Scaurus,M. Caecilius Metellus,,https://en.wikipedia.org/wiki/Marcus_Aemilius_Scaurus_(consul),https://en.wikipedia.org/wiki/Marcus_Caecilius_Metellus_(consul),Table_5,,,,
114,M'. Acilius Balbus,C. Porcius Cato,,,https://en.wikipedia.org/wiki/Gaius_Porcius_Cato_(consul),Table_5,,,,
113,C. Caecilius Metellus Caprarius,Cn. Papirius Carbo,,https://en.wikipedia.org/wiki/Gaius_Caecilius_Metellus_Caprarius,https://en.wikipedia.org/wiki/Gnaeus_Papirius_Carbo_(consul_113_BC),Table_5,,,,
112,M. Livius Drusus,L. Calpurnius Piso Caesoninus,,https://en.wikipedia.org/wiki/Marcus_Livius_Drusus_(consul),https://en.wikipedia.org/wiki/Lucius_Calpurnius_Piso_Caesoninus_(consul_112_BC),Table_5,,,,
111,P. Cornelius Scipio Nasica,L. Calpurnius Bestia,,https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_Nasica_(consul_111_BC),https://en.wikipedia.org/wiki/Lucius_Calpurnius_Bestia_(consul),Table_5,,,,
110,M. Minucius Rufus,Sp. Postumius Albinus,,https://en.wikipedia.org/wiki/Marcus_Minucius_Rufus_(consul_110_BC),https://en.wikipedia.org/wiki/Spurius_Postumius_Albinus_(consul_110_BC),Table_5,,,,
109,Q. Caecilius Metellus (Numidicus),M. Junius Silanus,,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Numidicus,https://en.wikipedia.org/wiki/Marcus_Junius_Silanus_(consul_109_BC),Table_5,,,,
108,Ser. Sulpicius Galba,Hortensius (invalidated),,https://en.wikipedia.org/wiki/Servius_Sulpicius_Galba_(consul_108_BC),https://en.wikipedia.org/wiki/Quintus_Hortensius_(consul_designate_108_BC),Table_5,,,,
suff.,,M. Aurelius Scaurus,,,https://en.wikipedia.org/wiki/Marcus_Aurelius_Scaurus,Table_5,,,,
107,C. Marius I,L. Cassius Longinus,,https://en.wikipedia.org/wiki/Gaius_Marius,https://en.wikipedia.org/wiki/Lucius_Cassius_Longinus_(consul_107_BC),Table_5,,,,
106,Q. Servilius Caepio,C. Atilius Serranus,,https://en.wikipedia.org/wiki/Quintus_Servilius_Caepio_(consul_106_BC),https://en.wikipedia.org/wiki/Gaius_Atilius_Serranus,Table_5,,,,
105,P. Rutilius Rufus,Cn. Mallius Maximus,,https://en.wikipedia.org/wiki/Publius_Rutilius_Rufus,https://en.wikipedia.org/wiki/Gnaeus_Mallius_Maximus,Table_5,,,,
104,C. Marius II,C. Flavius Fimbria,,https://en.wikipedia.org/wiki/Gaius_Marius,https://en.wikipedia.org/wiki/Gaius_Flavius_Fimbria_(consul),Table_5,,,,
103,C. Marius III,L. Aurelius Orestes,,https://en.wikipedia.org/wiki/Gaius_Marius,,Table_5,,,,
102,C. Marius IV,Q. Lutatius Catulus,,https://en.wikipedia.org/wiki/Gaius_Marius,https://en.wikipedia.org/wiki/Quintus_Lutatius_Catulus_(consul_102_BC),Table_5,,,,
101,C. Marius V,M'. Aquillius,,https://en.wikipedia.org/wiki/Gaius_Marius,https://en.wikipedia.org/wiki/Manius_Aquillius_(consul_101_BC),Table_5,,,,
Year,,,,,,Table_6,,,,
100,C. Marius VI,L. Valerius Flaccus,,https://en.wikipedia.org/wiki/Gaius_Marius,https://en.wikipedia.org/wiki/Lucius_Valerius_Flaccus_(consul_100_BC),Table_6,,,,
99[82],M. Antonius,A. Postumius Albinus,https://en.wikipedia.org#cite_note-82,https://en.wikipedia.org/wiki/Marcus_Antonius_(orator),https://en.wikipedia.org/wiki/Aulus_Postumius_Albinus_(consul_99_BC),Table_6,,,,
98,Q. Caecilius Metellus Nepos,T. Didius,,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Nepos_(consul_98_BC),https://en.wikipedia.org/wiki/Titus_Didius,Table_6,,,,
97,Cn. Cornelius Lentulus,P. Licinius Crassus,,https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Lentulus_(consul_97_BC),https://en.wikipedia.org/wiki/Publius_Licinius_Crassus_(consul_97_BC),Table_6,,,,
96,Cn. Domitius Ahenobarbus,C. Cassius Longinus,,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_96_BC),https://en.wikipedia.org/wiki/Gaius_Cassius_Longinus_(consul_96_BC),Table_6,,,,
95,L. Licinius Crassus,Q. Mucius Scaevola (Pontifex),,https://en.wikipedia.org/wiki/Lucius_Licinius_Crassus,https://en.wikipedia.org/wiki/Quintus_Mucius_Scaevola_Pontifex,Table_6,,,,
94,C. Coelius Caldus,L. Domitius Ahenobarbus,,https://en.wikipedia.org/wiki/Gaius_Coelius_Caldus,https://en.wikipedia.org/wiki/Lucius_Domitius_Ahenobarbus_(consul_94_BC),Table_6,,,,
93,C. Valerius Flaccus,M. Herennius,,https://en.wikipedia.org/wiki/Gaius_Valerius_Flaccus_(consul),https://en.wikipedia.org/wiki/Marcus_Herennius_(consul_93_BC),Table_6,,,,
92,C. Claudius Pulcher,M. Perperna,,https://en.wikipedia.org/wiki/Gaius_Claudius_Pulcher_(consul_92_BC),https://en.wikipedia.org/wiki/Marcus_Perperna_(consul_92_BC),Table_6,,,,
91,L. Marcius Philippus,Sex. Julius Caesar,,https://en.wikipedia.org/wiki/Lucius_Marcius_Philippus_(consul_91_BC),https://en.wikipedia.org/wiki/Sextus_Julius_Caesar_(consul_91_BC),Table_6,,,,
90,L. Julius Caesar,P. Rutilius Lupus,,https://en.wikipedia.org/wiki/Lucius_Julius_Caesar_(consul_90_BC),https://en.wikipedia.org/wiki/Publius_Rutilius_Lupus_(consul),Table_6,,,,
89,Cn. Pompeius Strabo,L. Porcius Cato,,https://en.wikipedia.org/wiki/Gnaeus_Pompeius_Strabo,https://en.wikipedia.org/wiki/Lucius_Porcius_Cato,Table_6,,,,
88,L. Cornelius Sulla,Q. Pompeius Rufus,,https://en.wikipedia.org/wiki/Sulla,https://en.wikipedia.org/wiki/Quintus_Pompeius_Rufus_(consul),Table_6,,,,
87,Cn. Octavius,L. Cornelius Cinna,,https://en.wikipedia.org/wiki/Gnaeus_Octavius_(consul_87_BC),https://en.wikipedia.org/wiki/Lucius_Cornelius_Cinna,Table_6,,,,
suff.,,L. Cornelius Merula,,,https://en.wikipedia.org/wiki/Lucius_Cornelius_Merula_(consul_87_BC),Table_6,,,,
86,L. Cornelius Cinna II,C. Marius VII,,https://en.wikipedia.org/wiki/Lucius_Cornelius_Cinna,https://en.wikipedia.org/wiki/Gaius_Marius,Table_6,,,,
suff.,,L. Valerius Flaccus,,,https://en.wikipedia.org/wiki/Lucius_Valerius_Flaccus_(consul_86_BC),Table_6,,,,
85,L. Cornelius Cinna III,Cn. Papirius Carbo,,https://en.wikipedia.org/wiki/Lucius_Cornelius_Cinna,https://en.wikipedia.org/wiki/Gnaeus_Papirius_Carbo_(consul_85_BC),Table_6,,,,
84,Cn. Papirius Carbo II,L. Cornelius Cinna IV,,https://en.wikipedia.org/wiki/Gnaeus_Papirius_Carbo_(consul_85_BC),https://en.wikipedia.org/wiki/Lucius_Cornelius_Cinna,Table_6,,,,
83,L. Cornelius Scipio Asiagenes (Asiaticus),C. Norbanus,,https://en.wikipedia.org/wiki/Lucius_Cornelius_Scipio_Asiaticus_(consul_83_BC),https://en.wikipedia.org/wiki/Gaius_Norbanus,Table_6,,,,
82,C. Marius,Cn. Papirius Carbo III,,https://en.wikipedia.org/wiki/Gaius_Marius_the_Younger,https://en.wikipedia.org/wiki/Gnaeus_Papirius_Carbo_(consul_85_BC),Table_6,,,,
81,M. Tullius Decula,Cn. Cornelius Dolabella,,https://en.wikipedia.org/wiki/Marcus_Tullius_Decula,https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Dolabella_(consul_81_BC),Table_6,,,,
80,L. Cornelius Sulla Felix II,Q. Caecilius Metellus Pius,,https://en.wikipedia.org/wiki/Sulla,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Pius,Table_6,,,,
79,P. Servilius Vatia (Isauricus),Ap. Claudius Pulcher,,https://en.wikipedia.org/wiki/Publius_Servilius_Vatia_Isauricus,https://en.wikipedia.org/wiki/Appius_Claudius_Pulcher_(consul_79_BC),Table_6,,,,
78,M. Aemilius Lepidus,Q. Lutatius Catulus,,https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_(consul_78_BC),https://en.wikipedia.org/wiki/Quintus_Lutatius_Catulus_Capitolinus,Table_6,,,,
77,D. Junius Brutus,Mam. Aemilius Lepidus Livianus,,https://en.wikipedia.org/wiki/Decimus_Junius_Brutus_(consul_77_BC),https://en.wikipedia.org/wiki/Mamercus_Aemilius_Lepidus_Livianus,Table_6,,,,
76,Cn. Octavius,C. Scribonius Curio,,https://en.wikipedia.org/wiki/Gnaeus_Octavius_(consul_76_BC),https://en.wikipedia.org/wiki/Gaius_Scribonius_Curio_(consul),Table_6,,,,
75,L. Octavius,C. Aurelius Cotta,,https://en.wikipedia.org/wiki/Lucius_Octavius,https://en.wikipedia.org/wiki/Gaius_Aurelius_Cotta,Table_6,,,,
74,L. Licinius Lucullus,M. Aurelius Cotta,,https://en.wikipedia.org/wiki/Lucullus,https://en.wikipedia.org/wiki/Marcus_Aurelius_Cotta_(consul_74_BC),Table_6,,,,
73,M. Terentius Varro Lucullus,C. Cassius Longinus,,https://en.wikipedia.org/wiki/Marcus_Terentius_Varro_Lucullus,https://en.wikipedia.org/wiki/Gaius_Cassius_Longinus_(consul_73_BC),Table_6,,,,
72,L. Gellius,Cn. Cornelius Lentulus Clodianus,,https://en.wikipedia.org/wiki/Lucius_Gellius,https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Lentulus_Clodianus,Table_6,,,,
71,P. Cornelius Lentulus Sura,Cn. Aufidius Orestes,,https://en.wikipedia.org/wiki/Publius_Cornelius_Lentulus_Sura,https://en.wikipedia.org/wiki/Gnaeus_Aufidius_Orestes,Table_6,,,,
70,Cn. Pompeius Magnus,M. Licinius Crassus,,https://en.wikipedia.org/wiki/Pompey,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus,Table_6,,,,
69,Q. Hortensius Hortalus,Q. Caecilius Metellus (Creticus),,https://en.wikipedia.org/wiki/Quintus_Hortensius,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Creticus,Table_6,,,,
68,L. Caecilius Metellus,Q. Marcius Rex,,https://en.wikipedia.org/wiki/Lucius_Caecilius_Metellus_(consul_68_BC),https://en.wikipedia.org/wiki/Quintus_Marcius_Rex_(consul_68_BC),Table_6,,,,
suff.,(Servilius) Vatia (died before taking office),,,,,Table_6,,,,
67,C. Calpurnius Piso,M'. Acilius Glabrio,,https://en.wikipedia.org/wiki/Gaius_Calpurnius_Piso_(consul_67_BC),https://en.wikipedia.org/wiki/Manius_Acilius_Glabrio_(consul_67_BC),Table_6,,,,
66,M'. Aemilius Lepidus,L. Volcacius Tullus,,https://en.wikipedia.org/wiki/Manius_Aemilius_Lepidus_(consul_66_BC),https://en.wikipedia.org/wiki/Lucius_Volcatius_Tullus_(consul_66_BC),Table_6,,,,
65,P. Cornelius Sulla (invalidated),P. Autronius Paetus (invalidated),,https://en.wikipedia.org/wiki/Publius_Cornelius_Sulla,https://en.wikipedia.org/wiki/Publius_Autronius_Paetus,Table_6,,,,
suff.,L. Aurelius Cotta,L. Manlius Torquatus,,https://en.wikipedia.org/wiki/Lucius_Aurelius_Cotta_(consul_65_BC),https://en.wikipedia.org/wiki/Lucius_Manlius_Torquatus_(consul),Table_6,,,,
64,L. Julius Caesar,(?) Minucius Thermus[83],,https://en.wikipedia.org/wiki/Lucius_Julius_Caesar_(consul_64_BC),https://en.wikipedia.org#cite_note-83,Table_6,,,,
,,C. Marcius Figulus,,,https://en.wikipedia.org/wiki/Gaius_Marcius_Figulus_(consul_64_BC),Table_6,,,,
63,M. Tullius Cicero,C. Antonius Hybrida,,https://en.wikipedia.org/wiki/Cicero,https://en.wikipedia.org/wiki/Gaius_Antonius_Hybrida,Table_6,,,,
62,D. Junius Silanus,L. Licinius Murena,,https://en.wikipedia.org/wiki/Decimus_Junius_Silanus_(consul),https://en.wikipedia.org/wiki/Lucius_Licinius_Murena_(consul),Table_6,,,,
61,M. Pupius Piso Frugi Calpurnianus,M. Valerius Messalla Niger,,https://en.wikipedia.org/wiki/Marcus_Pupius_Piso_Frugi_Calpurnianus,https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_Niger,Table_6,,,,
60[84],L. Afranius,Q. Caecilius Metellus Celer,https://en.wikipedia.org#cite_note-FOOTNOTETaylorBroughton1968172Drummond1978100-84,https://en.wikipedia.org/wiki/Lucius_Afranius_(consul),https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Celer_(consul),Table_6,,,,
59,C. Julius Caesar,M. Calpurnius Bibulus,,https://en.wikipedia.org/wiki/Julius_Caesar,https://en.wikipedia.org/wiki/Marcus_Calpurnius_Bibulus,Table_6,,,,
58,L. Calpurnius Piso Caesoninus,A. Gabinius,,https://en.wikipedia.org/wiki/Lucius_Calpurnius_Piso_Caesoninus_(consul_58_BC),https://en.wikipedia.org/wiki/Aulus_Gabinius,Table_6,,,,
57,P. Cornelius Lentulus Spinther,Q. Caecilius Metellus Nepos,,https://en.wikipedia.org/wiki/Publius_Cornelius_Lentulus_Spinther,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Nepos_(consul_57_BC),Table_6,,,,
56,Cn. Cornelius Lentulus Marcellinus,L. Marcius Philippus,,https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Lentulus_Marcellinus,https://en.wikipedia.org/wiki/Lucius_Marcius_Philippus_(consul_56_BC),Table_6,,,,
55,Cn. Pompeius Magnus II,M. Licinius Crassus II,,https://en.wikipedia.org/wiki/Pompey,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus,Table_6,,,,
54,L. Domitius Ahenobarbus,Ap. Claudius Pulcher,,https://en.wikipedia.org/wiki/Lucius_Domitius_Ahenobarbus_(consul_54_BC),https://en.wikipedia.org/wiki/Appius_Claudius_Pulcher_(consul_54_BC),Table_6,,,,
53,Cn. Domitius Calvinus,M. Valerius Messalla Rufus,,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Calvinus,https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_Rufus,Table_6,,,,
52,Cn. Pompeius Magnus III,Q. Caecilius Metellus Pius Scipio (from 1 September),,https://en.wikipedia.org/wiki/Pompey,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Pius_Scipio,Table_6,,,,
51,Ser. Sulpicius Rufus,M. Claudius Marcellus,,https://en.wikipedia.org/wiki/Servius_Sulpicius_Rufus,https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus_(consul_51_BC),Table_6,,,,
50,L. Aemilius Paullus,C. Claudius Marcellus,,https://en.wikipedia.org/wiki/Lucius_Aemilius_Paullus_(consul_50_BC),https://en.wikipedia.org/wiki/Gaius_Claudius_Marcellus_(consul_50_BC),Table_6,,,,
49,C. Claudius Marcellus,L. Cornelius Lentulus Crus,,https://en.wikipedia.org/wiki/Gaius_Claudius_Marcellus_(consul_49_BC),https://en.wikipedia.org/wiki/Lucius_Cornelius_Lentulus_Crus,Table_6,,,,
48,C. Julius Caesar II,P. Servilius Isauricus,,https://en.wikipedia.org/wiki/Julius_Caesar,https://en.wikipedia.org/wiki/Publius_Servilius_Isauricus,Table_6,,,,
47,Q. Fufius Calenus,P. Vatinius,,https://en.wikipedia.org/wiki/Quintus_Fufius_Calenus,https://en.wikipedia.org/wiki/Publius_Vatinius,Table_6,,,,
46,C. Julius Caesar III,M. Aemilius Lepidus,,https://en.wikipedia.org/wiki/Julius_Caesar,https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_(triumvir),Table_6,,,,
45,C. Julius Caesar IV,sine collega,,https://en.wikipedia.org/wiki/Julius_Caesar,,Table_6,,,,
suff.,Q. Fabius Maximus (from 1 October),C. Trebonius (from 1 October),,https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_(consul_45_BC),https://en.wikipedia.org/wiki/Gaius_Trebonius,Table_6,,,,
suff.,C. Caninius Rebilus (31 December),,,https://en.wikipedia.org/wiki/Gaius_Caninius_Rebilus_(consul_45_BC),,Table_6,,,,
44,C. Julius Caesar V,M. Antonius,,https://en.wikipedia.org/wiki/Julius_Caesar,https://en.wikipedia.org/wiki/Mark_Antony,Table_6,,,,
suff.,P. Cornelius Dolabella (after 15 March),,,https://en.wikipedia.org/wiki/Publius_Cornelius_Dolabella_(consul_44_BC),,Table_6,,,,
